,Username,comment,clean_comments,tags
738,Lawey Lawrence,Wee ni mwanaume .....wacha kushinda umelialia bwanaa.....ama namna gani? Si ni namna iyo?....alaaaa!,Wee ni mwanaume wacha kushinda umelialia bwanaaama namna gani Si ni namna iyoalaaaa,[]
739,Benz Cywah,"Huna ktu ingine ya kusema Nanii?, tunajua what made you stand with him, you were bought cash, and Your selfish Interest too, kupora",Huna ktu ingine ya kusema Nanii tunajua what made you stand with him you were bought cash and Your selfish Interest too kupora,"[('and', 'POLITICAL_PARTY')]"
740,Maiko Ngugi,Wakati huo hukuwa umeshikwa na tamaa ya uongozi ulijitoa mafutani mwenyewe na incase uanguke ujilaumu,Wakati huo hukuwa umeshikwa na tamaa ya uongozi ulijitoa mafutani mwenyewe na incase uanguke ujilaumu,[]
741,Nyapolah Charles,Kwani Hana number yake ampigie,Kwani Hana number yake ampigie,[]
742,Julias Agesa,Am waiting for my Ex to beg like this 🤣,Am waiting for my Ex to beg like this,"[('for', 'POLITICAL_PARTY')]"
743,Owino Celestine,Ukiachwa achika,Ukiachwa achika,[]
744,Lilian Konyenya,Ukiachwa achika bwana!,Ukiachwa achika bwana,[]
745,Jacinta Mwangi,Mungu atasumama na wewe Dr Ruto usijali,Mungu atasumama na wewe Dr Ruto usijali,"[('Ruto', 'RUTO')]"
746,Samson Wasonga,Ukiwachwa wachika jameni!,Ukiwachwa wachika jameni,[]
747,Janet Muinde,Very true .Ruto tosha,Very true Ruto tosha,[]
748,Haddasha Hussna,Wapendanao ndo maadui zikitimia,Wapendanao ndo maadui zikitimia,[]
749,Ruthie Eves,Ukiachwa achika Bwana Aror,Ukiachwa achika Bwana Aror,"[('Bwana', 'RUTO')]"
750,Victoria Amanda,Tenda wema nenda zako,Tenda wema nenda zako,[]
751,Maximillah Kathure,Don't worry fits zingine zii chako muachie mwenye vita Naye ni mungu,Dont worry fits zingine zii chako muachie mwenye vita Naye ni mungu,[]
752,Pau Lyn,Ukiachwa achika..ushikwapo shikamana.,Ukiachwa achikaushikwapo shikamana,[]
753,Mary Nyargem,"Ata kibaki aliruka Raila nasikuona akilia hivi,ni maishatu",Ata kibaki aliruka Raila nasikuona akilia hivini maishatu,"[('Raila', 'RAILA')]"
754,Daniel Muge,"Mungu ako Kwa upande wako,anasimama na wewe,Ni Rafiki Wa Karibu siyo kama wanadamu",Mungu ako Kwa upande wakoanasimama na weweNi Rafiki Wa Karibu siyo kama wanadamu,[]
755,Hezron Wafula,Ukiachwa achika blaza. Uhuru has only one vote as you always say. Mbona you really want this one vote na uko na wananchi na Mungu?,Ukiachwa achika blaza Uhuru has only one vote as you always say Mbona you really want this one vote na uko na wananchi na Mungu,"[('Uhuru', 'UHURU'), ('one', 'UHURU'), ('one', 'UHURU')]"
756,Georges Hazard,God bless Ruto,God bless Ruto,"[('Ruto', 'RUTO')]"
757,Innocent Odongo,"Hata Kalonzo alidanganywa na Kibaki 2007 ,2013, 2017 na Bado ako huko",Hata Kalonzo alidanganywa na Kibaki  na Bado ako huko,"[('Kalonzo', 'POLITICIAN')]"
758,Chirukah Kephar Ulila,Uvumilivi ni Jambo la maana sana,Uvumilivi ni Jambo la maana sana,"[('la', 'POLITICAL_PARTY')]"
759,Willy Benz Junior,Fala hii we unapigana na uhuru ama Raila waudhi ilifaaa nikupe kura but since umejaza KIFUA madharau Kwa siasa heri ata panya akikula iyo kura,Fala hii we unapigana na uhuru ama Raila waudhi ilifaaa nikupe kura but since umejaza KIFUA madharau Kwa siasa heri ata panya akikula iyo kura,"[('Raila', 'RAILA')]"
760,Shaya Shakir Bajamas Nurshe,"Siasa zitapita tu, ujarani wetu mwema utadumu",Siasa zitapita tu ujarani wetu mwema utadumu,[]
761,Adoli Vicky,"Some of us tulishona vitenge, tulisindikizana hadi kwenye kioski, we accepted and move on, sasa hii yako pambana nayo",Some of us tulishona vitenge tulisindikizana hadi kwenye kioski we accepted and move on sasa hii yako pambana nayo,"[('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
762,Mary Vugutsa,Wachana na ndio ya watu watu hubadilika but put your trust and faith in God he never disappoint anyone...,Wachana na ndio ya watu watu hubadilika but put your trust and faith in God he never disappoint anyone,"[('and', 'POLITICIAN')]"
763,Asikoabdi Cellitah,"My friend Ruto hiyo ni damu ya Musando and the innocent lady whom you killed,,, beba musalaba wako,, you thought 10yrs ni mingi",My friend Ruto hiyo ni damu ya Musando and the innocent lady whom you killed beba musalaba wako you thought yrs ni mingi,"[('Ruto', 'RUTO'), ('and', 'POLITICAL_PARTY')]"
764,Munyua Ciira,Wewe ndio ulikua ukisukuma ajenda yako kupitia Uhuru Kenyatta na ukapata nusu ya sirikali(ulijisaidia wewe  mwenyewe),Wewe ndio ulikua ukisukuma ajenda yako kupitia Uhuru Kenyatta na ukapata nusu ya sirikaliulijisaidia wewe mwenyewe,"[('Uhuru', 'UHURU'), ('Kenyatta', 'UHURU')]"
765,Pakaul Makau,"Hii mtu ako na shida gan kila siku ni Uhuru,Uhuru akiwa na mwigine anaitwa sijui wa nyororo twabieni vitu zingine tumechoka na hii ujinga ya daily",Hii mtu ako na shida gan kila siku ni UhuruUhuru akiwa na mwigine anaitwa sijui wa nyororo twabieni vitu zingine tumechoka na hii ujinga ya daily,"[('Uhuru', 'UHURU'), ('Uhuru', 'UHURU')]"
766,John Mbugua,"At list yu were rewarded with a Dp post,shukuru kwa hio",At list yu were rewarded with a Dp postshukuru kwa hio,[]
767,Job Onyango,Haki siasa haitaki makasiriko. Na usiingize kwa roho.😀😀,Haki siasa haitaki makasiriko Na usiingize kwa roho,[]
768,Mannu Ke,Ukiachwa hachika bana story na nilikua nakupeleka out hiyo ni zilizopendwa,Ukiachwa hachika bana story na nilikua nakupeleka out hiyo ni zilizopendwa,[]
769,Idah Nyagogo,"Asiyekupenda wachana naye,ukiachwa achika.",Asiyekupenda wachana nayeukiachwa achika,[]
770,Ngich Ulemsee,Kwerraaa,Kwerraaa,[]
771,Forsycah Doreen,Bibilia iko wazi.tenda wema nenda zako.move on and stop this childish,Bibilia iko wazitenda wema nenda zakomove on and stop this childish,"[('and', 'POLITICAL_PARTY')]"
772,Gibson Nyamweya,"Huwezi tuharibia uchumi wetu na yk92 yako then utudanganye vile utaijenga na wheelbarrow, never ever Journey to sugoi in wheelbarrow is unstoppable Mr wheelbarrow",Huwezi tuharibia uchumi wetu na yk yako then utudanganye vile utaijenga na wheelbarrow never ever Journey to sugoi in wheelbarrow is unstoppable Mr wheelbarrow,[]
773,Mzalendo MK,Ruto Toka hapo utafte kura wacha porojo za pesa nane,Ruto Toka hapo utafte kura wacha porojo za pesa nane,"[('Ruto', 'RUTO')]"
774,Daniel Masyuki,Yaliopita c dwele,Yaliopita c dwele,[]
775,Steve Omondi,Tumechoka na kelele zako,Tumechoka na kelele zako,[]
776,Ondeng'e Senior,Baba Abby analia kama mtoto move on mtu wa wheelbarrow na uongo.,Baba Abby analia kama mtoto move on mtu wa wheelbarrow na uongo,"[('Baba', 'RAILA')]"
777,Rodger's Shibembe,Lakini hakusau kiamba church incident.,Lakini hakusau kiamba church incident,[]
778,Fadhil Muchai,Hawa wote wawiwili akuna mtu mzuri nikuchagua to mwenye ataendelea kututesa😎,Hawa wote wawiwili akuna mtu mzuri nikuchagua to mwenye ataendelea kututesa,[]
779,Mannu Ke,Ruto ni kama mwanaume amenunulia dem suruari wakiachana anaaza kumtangaza move on bana,Ruto ni kama mwanaume amenunulia dem suruari wakiachana anaaza kumtangaza move on bana,"[('Ruto', 'RUTO')]"
780,Mark Ongeri,Uhuru Kenyatta ni mnafiki tena ni msaliti. Hatoshi kibaba!,Uhuru Kenyatta ni mnafiki tena ni msaliti Hatoshi kibaba,"[('Uhuru', 'UHURU'), ('Kenyatta', 'UHURU')]"
781,Risper Achieng Risper,Huyu mtu wa sugoi ako na mdomo kama mwanake nakwambia state house hutawai ona na macho,Huyu mtu wa sugoi ako na mdomo kama mwanake nakwambia state house hutawai ona na macho,[]
782,Joram Jee,Omba kura achana na mambo ya President anaenda retire,Omba kura achana na mambo ya President anaenda retire,[]
783,Glam Shine Nakuru,Tumeskia imetosha kujitetea Sir..tulia sasa kama hauku husika.,Tumeskia imetosha kujitetea Sirtulia sasa kama hauku husika,[]
784,Muheba E Muheba,This person hapana!,This person hapana,[]
785,Nyar Abok,Kwani utashinda hivyo??? Tell us something new,Kwani utashinda hivyo Tell us something new,[]
786,Oltele Gilbert,Wacha kulia sasa. Ptho!,Wacha kulia sasa Ptho,[]
787,Fred Amunga,Mambo yakulialia wachana piga campaign,Mambo yakulialia wachana piga campaign,[]
788,Shinsuke SG Nakamura,Si apigie uhuru simu  amuambie hii maneno  amekua cry baby sikuizi,Si apigie uhuru simu amuambie hii maneno amekua cry baby sikuizi,[]
789,Sherry Irene,"Kwa macomplain umeshinda ,I thought wewe ni the chosen one kama wana Israel",Kwa macomplain umeshinda I thought wewe ni the chosen one kama wana Israel,"[('one', 'UHURU')]"
790,Nash Target,Piga campaign Wacha kulialia wewe,Piga campaign Wacha kulialia wewe,[]
791,Hezbon Onoka,Just recollect your self and move on hapana lialia kwani we ni mwanamke?,Just recollect your self and move on hapana lialia kwani we ni mwanamke,"[('and', 'POLITICAL_PARTY')]"
792,Joseph Kinyanjui,Its true uhuru alikua amefika mwisho hadi alikua ameachia mudavadi but ruto alimpea nguvu na wakashinda but asante ya punda ni mateke,Its true uhuru alikua amefika mwisho hadi alikua ameachia mudavadi but ruto alimpea nguvu na wakashinda but asante ya punda ni mateke,[]
793,Fred Jakenya Rateng,Unaambia mtu akae ngumu na Kenya inachomeka...kubali kuwachwa uendelee na maisha.,Unaambia mtu akae ngumu na Kenya inachomekakubali kuwachwa uendelee na maisha,"[('Kenya', 'POLITICAL_PARTY')]"
794,Maryann Godiah,Ukiachwa achika,Ukiachwa achika,[]
795,Paul Abulwa,Kata miti!,Kata miti,[]
796,Carolyne Bushuru,😅😅😅Ruto nowadays anasoma ile book ya Lamentations kwa old testament,Ruto nowadays anasoma ile book ya Lamentations kwa old testament,"[('Ruto', 'RUTO')]"
797,Joan Bor,Mokostoi...kibokityon...,Mokostoikibokityon,[]
798,Carolina Phy,Amupigie simu waongee,Amupigie simu waongee,[]
799,Kepher Otieno Ørtîz,Mpigie simu sasa. Waol gi uuuwiii.,Mpigie simu sasa Waol gi uuuwiii,[]
800,Stephen Njau,Awache kulia😂,Awache kulia,[]
801,David Omondi,Even Raila alisema Kibaki tosha 2002 so Uhuru akisema Raila tosha hakuna ubaya tosheka na hizo miaka 10 yako,Even Raila alisema Kibaki tosha so Uhuru akisema Raila tosha hakuna ubaya tosheka na hizo miaka yako,"[('Raila', 'RAILA'), ('Uhuru', 'UHURU'), ('Raila', 'RAILA')]"
802,Winjolne Chris,Kwani wewe ni nani huwexi temwa🤣🤣🤣,Kwani wewe ni nani huwexi temwa,[]
803,Karomo Tony Wa,Ruto is a devil. Wachana na wakikuyu tafadhali.,Ruto is a devil Wachana na wakikuyu tafadhali,"[('Ruto', 'RUTO')]"
804,Mwalimu Mose,"Ruto the 5th😁😁😁 then kibaki son the sith, na wale watu wa ""iriaini  ria  vigitoria"" hakuna kitu mtafanya.",Ruto the th then kibaki son the sith na wale watu wa iriaini ria vigitoria hakuna kitu mtafanya,"[('Ruto', 'RUTO')]"
805,Justine Hellen Apiyo,Crying baby...nyamaza Sasa.,Crying babynyamaza Sasa,[]
806,Joseck Onjonjo,Tunataka president roho ngumu si kama wewe wa kulialia kila wakati.,Tunataka president roho ngumu si kama wewe wa kulialia kila wakati,[]
807,Kurauka Shadrack,And that's why you were made the dp. Kwani unataka kulipwa mara ngapi,And thats why you were made the dp Kwani unataka kulipwa mara ngapi,[]
808,Vincent Ondieki,Bro take heart. Nitakubuyia sweet 😂😂😂😂,Bro take heart Nitakubuyia sweet,[]
809,Muthui Wa Father,Ukiachwa achika,Ukiachwa achika,[]
810,Ronald Asanya,Utashinda kulia,Utashinda kulia,[]
811,Bonfarce Okoth Odhiambo,"Dp don't blame your boss for not standing with you,just blame yourself and your bad speeches about your boss",Dp dont blame your boss for not standing with youjust blame yourself and your bad speeches about your boss,"[('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
812,Elizabeth Kanaiza,Achika tusonge mbele,Achika tusonge mbele,[]
813,Mecheke Fredrick,Wakenya si walevi  na si wenda wasimu sisi wote tunajua ulimzaidia hiyo mihula miwili yote,Wakenya si walevi na si wenda wasimu sisi wote tunajua ulimzaidia hiyo mihula miwili yote,"[('Wakenya', 'POLITICAL_PARTY')]"
814,Binti Athman,"I thought it was Tumemwachia Mungu, what happened?",I thought it was Tumemwachia Mungu what happened,[]
815,Alex Thomas,"Ruto ujiona wa maana sana,he thinks he's the Messiah we have all been waiting,bure kabisaa",Ruto ujiona wa maana sanahe thinks hes the Messiah we have all been waitingbure kabisaa,"[('Ruto', 'RUTO')]"
816,Eric Mcabong'o,"Uko hustlers what area you crying every now and then, unasemanga uko na watu kaa tulia uongoje ushindi",Uko hustlers what area you crying every now and then unasemanga uko na watu kaa tulia uongoje ushindi,"[('and', 'POLITICAL_PARTY')]"
817,Odongo Dennis,KELELE,KELELE,[]
818,Nancy Mwaga,watafuta sympathy  votes wewe,watafuta sympathy votes wewe,[]
819,Purity Mwas,Ukiachwa achika .. character development is real my friend,Ukiachwa achika  character development is real my friend,[]
820,Mike Anzigale,"Mwanaume ni kujikaza,stop seeking for sympathy.",Mwanaume ni kujikazastop seeking for sympathy,"[('for', 'POLITICAL_PARTY')]"
821,Florence Moraa,Ukiachwa achika,Ukiachwa achika,[]
822,John Mwash,"Kubali iishe na tusonge mbele ,,willy",Kubali iishe na tusonge mbele willy,[]
823,Juma Nanjah Rose,"Si ulisema ulimwachia Mungu,,kubali kuachika tu",Si ulisema ulimwachia Mungukubali kuachika tu,[]
824,Jack Omwiwa,"Pole,you keep on reminding us tuachane na historia,na bado.",Poleyou keep on reminding us tuachane na historiana bado,[]
825,Nash Rege,Kwani hana number ya Uhunye amwambie,Kwani hana number ya Uhunye amwambie,"[('Uhunye', 'UHURU')]"
826,George Skylax Murunga,Mpigie simu umwambie personally sisi haituhusu,Mpigie simu umwambie personally sisi haituhusu,[]
827,Dante Kante Sea,"idondori kadhako bana, Uhuru ok nyieki!",idondori kadhako bana Uhuru ok nyieki,"[('Uhuru', 'UHURU')]"
828,Lenny Nikeson,Ruto aache kutuaribia maskio nakusaidia Uhuru kwani yeye akusaidiwa,Ruto aache kutuaribia maskio nakusaidia Uhuru kwani yeye akusaidiwa,"[('Ruto', 'RUTO'), ('Uhuru', 'UHURU')]"
829,Tanu Lomer,Why are you crying yet you said hiyo kura yako moja,Why are you crying yet you said hiyo kura yako moja,[]
830,Maurice Abuyeka,Stop lamenting everyday and night.ex girlfriend who doesn't want to move on😎,Stop lamenting everyday and nightex girlfriend who doesnt want to move on,"[('and', 'POLITICAL_PARTY')]"
831,Bornface Onsa Onyimbo,No sympathy votes🤧😂😂💔,No sympathy votes,[]
832,Ithe Wa Muchechere,Steve simple boy ameacha kienyeji yake na nyinyi mnatuletea vitu hazina maana,Steve simple boy ameacha kienyeji yake na nyinyi mnatuletea vitu hazina maana,"[('Steve', 'POLITICIAN')]"
833,Cybrarian Demonstrator,Acha Julia Lia ka mtoto..uza sera bwana.,Acha Julia Lia ka mtotouza sera bwana,[]
834,Trizah Atieno,Huyu mtu analiaaa,Huyu mtu analiaaa,[]
835,De Mario McMandila,🤣🤣🤣 Kateni miti,Kateni miti,[]
836,Benard Makolo,Ukiachwa ajika bwana Ruto,Ukiachwa ajika bwana Ruto,"[('Ruto', 'RUTO')]"
837,Qaddir Qaddir,Kweli yako.,Kweli yako,[]
838,Obaigwa Kepha Obaigwa,Yote tisa kumi ni kwamba BABA ndiye the 5TH.,Yote tisa kumi ni kwamba BABA ndiye the TH,[]
839,Jok C Samo,Hehe feeling to laugh with Raila Baba and 10 million Azimionants.  Why all this na ulisema uhuru ako tu na kura moja 😁,Hehe feeling to laugh with Raila Baba and million Azimionants Why all this na ulisema uhuru ako tu na kura moja,"[('Raila', 'RAILA'), ('Baba', 'RAILA'), ('and', 'POLITICAL_PARTY')]"
840,Drizzy Dann,Uhuru na judas kitu iko different between the two ni era  pekeake,Uhuru na judas kitu iko different between the two ni era pekeake,"[('Uhuru', 'UHURU')]"
841,Prince Robert,"Ukiachwa, achika",Ukiachwa achika,[]
842,Gabriel Wanyama,"Ruto is good definition of a person who knows nothing about peace. If he brags that he stood with Uhuru Kenyatta until he became the president, let him then stand by himself until he becomes the president.",Ruto is good definition of a person who knows nothing about peace If he brags that he stood with Uhuru Kenyatta until he became the president let him then stand by himself until he becomes the president,"[('Ruto', 'RUTO'), ('of', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU'), ('Kenyatta', 'UHURU')]"
843,Kevin Ismail,Ex wakitambo,Ex wakitambo,[]
844,Moses Njoroge,Tafuta kitu ingine!!,Tafuta kitu ingine,[]
845,Collins Kongoti,"Even Judah Iscariot as is said in the Bible story of Jesus,, Was a friend of Jesus but he betrayed Jesus.",Even Judah Iscariot as is said in the Bible story of Jesus Was a friend of Jesus but he betrayed Jesus,"[('Judah', 'POLITICIAN'), ('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
